Weather score0.7272058996095889,nan,0.7214451820475709,0.7237620232136961,0.7304001988194752,0.7520297052043338,0.724753197936511
0.6903659052578843,0.04634685652059015,0.7307129972154672,0.7059204596674031,0.7169820712681578,0.698968428040097,0.7044660214885508
0.851388584828188,0.8201611314813329,0.8559199689204405,0.8580474260757947,0.8613779942405214,0.8563423428795139,0.8188685398998778
0.44643543180467204,0.10866459582958393,0.4763672089253494,0.4088154322883489,0.42608621042481565,0.46946097316732655,0.43594248293364646
0.4251705070462311,0.5864649738970047,0.3396898318269428,0.5139479935070537,0.5223362595121864,0.2866898039184759,0.46386339724255893
0.7003242677407063,0.7005598219809124,0.6901447055671045,0.724880001317252,0.6951399840762261,0.7448191715410741,0.749492948254858
0.5205195939676058,nan,0.5484748569174831,0.529044056371822,0.5956470656440697,0.5518538785834901,0.614548159816006
0.5952404682919593,0.33170584693734456,0.6205529290509972,0.6029261402076549,0.5643197278223944,0.5670094179957462,0.6362437654188142
0.5754346966280334,nan,0.6516688988396505,0.5100452794357136,0.49408275682676617,0.6040719334199471,0.4227854381450761
0.061331024124916034,nan,nan,0.004876851287172618,0.015145930543586027,0.2994274619064043,nan
Weather accuracy0.7272058996095889,nan,0.7214451820475709,0.7237620232136961,0.7304001988194752,0.7520297052043338,0.724753197936511
0.6903659052578843,0.04634685652059015,0.7307129972154672,0.7059204596674031,0.7169820712681578,0.698968428040097,0.7044660214885508
0.851388584828188,0.8201611314813329,0.8559199689204405,0.8580474260757947,0.8613779942405214,0.8563423428795139,0.8188685398998778
0.44643543180467204,0.10866459582958393,0.4763672089253494,0.4088154322883489,0.42608621042481565,0.46946097316732655,0.43594248293364646
0.4251705070462311,0.5864649738970047,0.3396898318269428,0.5139479935070537,0.5223362595121864,0.2866898039184759,0.46386339724255893
0.7003242677407063,0.7005598219809124,0.6901447055671045,0.724880001317252,0.6951399840762261,0.7448191715410741,0.749492948254858
0.5205195939676058,nan,0.5484748569174831,0.529044056371822,0.5956470656440697,0.5518538785834901,0.614548159816006
0.5952404682919593,0.33170584693734456,0.6205529290509972,0.6029261402076549,0.5643197278223944,0.5670094179957462,0.6362437654188142
0.5754346966280334,nan,0.6516688988396505,0.5100452794357136,0.49408275682676617,0.6040719334199471,0.4227854381450761
0.061331024124916034,nan,nan,0.004876851287172618,0.015145930543586027,0.2994274619064043,nan
Scene score0.7300211115805544,0.9744556314959952,0.7134987753592412,0.6116762401449493,0.7666403535873568,0.8965394972385425,0.9133560474514253
0.7104622929444839,0.9840282997890522,0.6422916026004528,0.6486002181106865,0.7185050762859102,0.17154408806303104,0.5519471919428766
0.8395690028950291,0.7967855243260902,0.8552296005368836,0.8923143037157153,0.882436461944006,0.7750186553730082,0.8097294688649458
0.46091429314817867,nan,0.4333072978671482,nan,0.3129819200941552,nan,nan
0.4597178195520182,nan,0.3288377139604092,0.04449360631424236,0.3651491777758843,nan,0.4764162657227235
0.7250549942030902,0.45330836821267223,0.6313147328565885,0.8313975400127834,0.6677397630510424,0.9443220585721542,0.7089352245611068
0.5543748544698569,nan,0.5047506040188883,0.7689281623540635,0.5682570638213925,0.7610832452057896,nan
0.6196698585802641,0.8452876410819479,0.5737257687142453,0.31965036358848153,0.5436196834802107,0.32180416981841264,0.3250802540104313
0.5440263096459609,0.7897038959812646,0.5466988724488135,nan,0.5356799287843285,nan,nan
0.08918307871884609,nan,0.2089986773911479,nan,nan,nan,nan
Scene accuracy0.7300211115805544,0.9744556314959952,0.7134987753592412,0.6116762401449493,0.7666403535873568,0.8965394972385425,0.9133560474514253
0.7104622929444839,0.9840282997890522,0.6422916026004528,0.6486002181106865,0.7185050762859102,0.17154408806303104,0.5519471919428766
0.8395690028950291,0.7967855243260902,0.8552296005368836,0.8923143037157153,0.882436461944006,0.7750186553730082,0.8097294688649458
0.46091429314817867,nan,0.4333072978671482,nan,0.3129819200941552,nan,nan
0.4597178195520182,nan,0.3288377139604092,0.04449360631424236,0.3651491777758843,nan,0.4764162657227235
0.7250549942030902,0.45330836821267223,0.6313147328565885,0.8313975400127834,0.6677397630510424,0.9443220585721542,0.7089352245611068
0.5543748544698569,nan,0.5047506040188883,0.7689281623540635,0.5682570638213925,0.7610832452057896,nan
0.6196698585802641,0.8452876410819479,0.5737257687142453,0.31965036358848153,0.5436196834802107,0.32180416981841264,0.3250802540104313
0.5440263096459609,0.7897038959812646,0.5466988724488135,nan,0.5356799287843285,nan,nan
0.08918307871884609,nan,0.2089986773911479,nan,nan,nan,nan
Timeofday score0.7229638522285551,0.7224039035348303,0.7388471994042698,0.8235249155300207
0.6860999263854516,0.7140226609789997,0.6846303163153028,0.07294487085764438
0.8490924524117517,0.8497564352711575,0.8470142093857822,0.7931757813734898
0.3732071737481054,0.48465733149610235,0.328424061407698,nan
0.31429811004110225,0.45061269370846757,0.43429250092056365,nan
0.7131545273779897,0.7223013212939754,0.697660431015772,0.9306479832601869
0.5597592527067035,0.5691214270660447,0.47246462876198886,0.7610832452057896
0.566004355551865,0.6139226499647294,0.5677852975261929,0.44992537739555805
0.7184478369413922,0.5392859414813206,0.4895824839326788,0.9748577576414429
nan,0.2316478333228973,0.09502687370790695,nan
Timeofday accuracy0.7229638522285551,0.7224039035348303,0.7388471994042698,0.8235249155300207
0.6860999263854516,0.7140226609789997,0.6846303163153028,0.07294487085764438
0.8490924524117517,0.8497564352711575,0.8470142093857822,0.7931757813734898
0.3732071737481054,0.48465733149610235,0.328424061407698,nan
0.31429811004110225,0.45061269370846757,0.43429250092056365,nan
0.7131545273779897,0.7223013212939754,0.697660431015772,0.9306479832601869
0.5597592527067035,0.5691214270660447,0.47246462876198886,0.7610832452057896
0.566004355551865,0.6139226499647294,0.5677852975261929,0.44992537739555805
0.7184478369413922,0.5392859414813206,0.4895824839326788,0.9748577576414429
nan,0.2316478333228973,0.09502687370790695,nan
